Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  32 ,  7 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.31578947368  ,  5.05555555556  ,  3.64269159078  ,  9  ,  384  ,  231.46182  ,
PacketMinSketch ,  32 ,  7 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.29166666667  ,  4.5  ,  2.23177210929  ,  9  ,  212  ,  142.331  ,

PacketMinSketch ,  32 ,  8 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.31578947368  ,  6.30769230769  ,  5.33556453348  ,  9  ,  486  ,  340.57957  ,
PacketMinSketch ,  32 ,  8 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.31578947368  ,  5.08108108108  ,  3.88559122278  ,  9  ,  403  ,  247.76728  ,
PacketMinSketch ,  32 ,  8 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.20833333333  ,  5.0  ,  2.23542035212  ,  9  ,  221  ,  143.3134  ,




