Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  9 ,  4 ,  3 ,  3 ,  81.0  ,  3000000 ,  1 ,  22.0758666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  10 ,  4 ,  3 ,  3 ,  90.0  ,  3000000 ,  1 ,  11.5990333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  11 ,  4 ,  3 ,  3 ,  99.0  ,  3000000 ,  1 ,  5.573  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  12 ,  4 ,  3 ,  3 ,  108.0  ,  3000000 ,  1 ,  2.4094  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  13 ,  4 ,  3 ,  3 ,  117.0  ,  3000000 ,  1 ,  1.27553333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  14 ,  4 ,  3 ,  3 ,  126.0  ,  3000000 ,  1 ,  0.748633333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  15 ,  4 ,  3 ,  3 ,  135.0  ,  3000000 ,  1 ,  0.3718  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  16 ,  4 ,  3 ,  3 ,  144.0  ,  3000000 ,  1 ,  0.1701  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  17 ,  4 ,  3 ,  3 ,  153.0  ,  3000000 ,  1 ,  0.0803  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  18 ,  4 ,  3 ,  3 ,  162.0  ,  3000000 ,  1 ,  0.0461333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
