Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  32 ,  7 ,  2 ,  1 ,  65.0  ,  100000 ,  2 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.11111111111  ,  3.0  ,  1.78826212554  ,  5  ,  19  ,  11.81324  ,
PacketMinSketch ,  32 ,  7 ,  4 ,  1 ,  129.0  ,  100000 ,  2 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.1  ,  3.0  ,  1.39739796284  ,  5  ,  13  ,  9.10971  ,

PacketMinSketch ,  32 ,  8 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.22222222222  ,  3.5  ,  2.40762392136  ,  5  ,  26  ,  16.09582  ,
PacketMinSketch ,  32 ,  8 ,  2 ,  1 ,  65.0  ,  100000 ,  2 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.11111111111  ,  3.0  ,  1.80372449711  ,  5  ,  20  ,  11.90871  ,
PacketMinSketch ,  32 ,  8 ,  4 ,  1 ,  129.0  ,  100000 ,  2 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.1  ,  3.0  ,  1.40339226082  ,  5  ,  14  ,  9.15737  ,


PacketMinSketch ,  32 ,  3 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.66666666667  ,  5.57142857143  ,  3.70788113204  ,  10  ,  48  ,  24.75435  ,
PacketMinSketch ,  32 ,  3 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.6  ,  4.5  ,  2.63742422583  ,  7  ,  36  ,  17.59892  ,
PacketMinSketch ,  32 ,  3 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.3  ,  3.0  ,  1.89648842316  ,  6  ,  20  ,  12.54527  ,

PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.66666666667  ,  6.0  ,  3.79586271717  ,  9  ,  40  ,  25.38554  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.5  ,  5.0  ,  2.69861414683  ,  9  ,  34  ,  17.91082  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  8  ,  2.58029  ,  2  ,  6  ,  4.08001  ,  1.375  ,  3.0  ,  1.72496766486  ,  6  ,  25  ,  11.47014  ,

